inspection_id,address,latitude,longitude,location,city,state,zip
2150735,5630 S Rockwell AVE,41.79098279999999,-87.6895972,"(41.79098279999999,-87.6895972)",CHICAGO,IL,60629
2129618,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
2150781,6634 W RAVEN ST,41.9946144,-87.7926097,"(41.9946144,-87.7926097)",CHICAGO,IL,60631
2145912,6011 S Rockwell AVE,41.7840433,-87.6883007,"(41.7840433,-87.6883007)",CHICAGO,IL,60629
2145007,1438 W CORTLAND ST,41.916996072966775,-87.6645967198223,"(41.916996072966775, -87.6645967198223)",CHICAGO,IL,60642
2151010,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
2129247,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
2145008,1438 W CORTLAND ST,41.916996072966775,-87.6645967198223,"(41.916996072966775, -87.6645967198223)",CHICAGO,IL,60642
2144509,7451 W 100TH PL,41.7093496,-87.8094842,"(41.7093496,-87.8094842)",BRIDGEVIEW,IL,60455
2145874,6011 S Rockwell AVE,41.7840433,-87.6883007,"(41.7840433,-87.6883007)",CHICAGO,IL,60629
2145238,5516 S Maplewood AVE,41.7928811,-87.6882064,"(41.7928811,-87.6882064)",CHICAGO,IL,60629
2150427,3424 S State ST,41.8321532,-87.6272509,"(41.8321532,-87.6272509)",CHICAGO,IL,60616
2150596,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
2116413,5114 S Elizabeth ST,41.8000688,-87.6565647,"(41.8000688,-87.6565647)",CHICAGO,IL,60609
2145486,5900 N Nina AVE,41.9890858,-87.8026557,"(41.9890858,-87.8026557)",CHICAGO,IL,60631
2135962,1930 S ARCHER AVE,41.85603329491608,-87.62852774627484,"(41.85603329491608, -87.62852774627484)",CHICAGO,IL,60616
2082141,1800 W CULYER AVE,41.9554507,-87.674528,"(41.9554507,-87.674528)",CHICAGO,IL,60613
2103069,4000 N O'HARE FIELD,41.9802588,-87.9089858,"(41.9802588,-87.9089858)",CHICAGO,IL,60666
2116660,13100 S Doty,41.6755502,-87.6017907,"(41.6755502,-87.6017907)",CHICAGO,IL,60827
2103035,5255 S State ST,41.7995035,-87.625015,"(41.7995035,-87.625015)",CHICAGO,IL,60609
2104891,506 N Milwaukee AVE,41.89131314887029,-87.64800866711568,"(41.89131314887029, -87.64800866711568)",CHICAGO,IL,60642
2088300,3355 S DR. MARTIN LUTHER KING DR,41.833293768956864,-87.6168573403182,"(41.833293768956864, -87.6168573403182)",CHICAGO,IL,60616
2104559,5255 S State ST,41.7995035,-87.625015,"(41.7995035,-87.625015)",CHICAGO,IL,60609
2102717,6657 S Kimbark AVE,41.7737472,-87.5940266,"(41.7737472,-87.5940266)",CHICAGO,IL,60637
2116702,5114 S Elizabeth ST,41.8000688,-87.6565647,"(41.8000688,-87.6565647)",CHICAGO,IL,60609
2088790,1460 N KINGSBURY ST,41.907542938729264,-87.6515037774827,"(41.907542938729264, -87.6515037774827)",CHICAGO,IL,60642
2099101,1017 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
2116546,506 N Milwaukee AVE,41.89131314887029,-87.64800866711568,"(41.89131314887029, -87.64800866711568)",CHICAGO,IL,60642
2098256,500 N MILWAUKEE AVE,41.89114627169734,-87.64777460811625,"(41.89114627169734, -87.64777460811625)",CHICAGO,IL,60642
2088567,1460 N KINGSBURY ST,41.907542938729264,-87.6515037774827,"(41.907542938729264, -87.6515037774827)",CHICAGO,IL,60642
2104981,5415 S Union AVE,41.7957456,-87.641884,"(41.7957456,-87.641884)",CHICAGO,IL,60609
2102899,3625 S Hoyne,41.8276402,-87.6773181,"(41.8276402,-87.6773181)",CHICAGO,IL,60609
2088789,1460 N KINGSBURY ST,41.907542938729264,-87.6515037774827,"(41.907542938729264, -87.6515037774827)",CHICAGO,IL,60642
2102787,7141 S Morgan ST,41.7636974,-87.6486262,"(41.7636974,-87.6486262)",CHICAGO,IL,60621
2079098,239 GOLF MILL CENTER STE 322,42.050456,-87.8368115,"(42.050456,-87.8368115)",NILES NILES,IL,60714
2098526,1017 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
2081625,1900 MAYWOOD DR,41.877247,-87.856215,"(41.877247,-87.856215)",MAYWOOD,IL,60153
2088572,1460 N KINGSBURY ST,41.907542938729264,-87.6515037774827,"(41.907542938729264, -87.6515037774827)",CHICAGO,IL,60642
2064793,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
2078297,2911 W W 47TH ST,41.8076606,-87.697469,"(41.8076606,-87.697469)",CHICAGO,IL,60632
2060048,950 ESTES CT,42.0027309,-88.1025879,"(42.0027309,-88.1025879)",SCHAUMBURG,IL,60193
2072115,1401 S CALIFORNIA AVE,41.8622623,-87.6951383,"(41.8622623,-87.6951383)",CHICAGO,IL,60608
2081374,500 N MILWAUKEE AVE,41.89114627169734,-87.64777460811625,"(41.89114627169734, -87.64777460811625)",CHICAGO,IL,60642
2064614,912 N ASHLAND AVE,41.898289314303305,-87.66750000594696,"(41.898289314303305, -87.66750000594696)",CHICAGO,IL,60622
2071348,912 N ASHLAND AVE,41.898289314303305,-87.66750000594696,"(41.898289314303305, -87.66750000594696)",CHICAGO,IL,60622
2081366,8125 S HALSTED ST,41.74623627171974,-87.64376603783273,"(41.74623627171974, -87.64376603783273)",CHICAGO,IL,60620
2064674,950 ESTES CT,42.0027309,-88.1025879,"(42.0027309,-88.1025879)",SCHAUMBURG,IL,60193
2064263,1900 S MAYWOOD DR,41.877247,-87.856215,"(41.877247,-87.856215)",MAYWOOD,IL,60153
2071351,912 N ASHLAND AVE,41.898289314303305,-87.66750000594696,"(41.898289314303305, -87.66750000594696)",CHICAGO,IL,60622
2064639,8756 S COMMERICAL AVE,41.7358618,-87.55158630000001,"(41.7358618,-87.55158630000001)",CHICAGO,IL,60617
2064565,950 ESTES CT,42.0027309,-88.1025879,"(42.0027309,-88.1025879)",SCHAUMBURG,IL,60193
2064612,912 N ASHLAND AVE,41.898289314303305,-87.66750000594696,"(41.898289314303305, -87.66750000594696)",CHICAGO,IL,60622
2078801,8125 S HALSTED ST,41.74623627171974,-87.64376603783273,"(41.74623627171974, -87.64376603783273)",CHICAGO,IL,60620
2064655,950 ESTES CT,42.0027309,-88.1025879,"(42.0027309,-88.1025879)",SCHAUMBURG,IL,60193
2060059,37 SHERWOOD TER,42.2708197,-87.8671569,"(42.2708197,-87.8671569)",LAKE BLUFF,IL,60044
2009714,4934 S Wabash,41.8046516,-87.6255393,"(41.8046516,-87.6255393)",CHICAGO,IL,60615
2064921,950 ESTES CT,42.0027309,-88.1025879,"(42.0027309,-88.1025879)",SCHAUMBURG,IL,60193
2060169,150 RIVERSIDE PLZ,41.8825427,-87.638745,"(41.8825427,-87.638745)",CHICAGO,IL,60606
2060050,1625 CHICAGO AVE,42.047065,-87.6789663,"(42.047065,-87.6789663)",EVANSTON,IL,60201
2064915,1625 CHICAGO AVE,42.047065,-87.6789663,"(42.047065,-87.6789663)",EVANSTON,IL,60201
2050912,1900 S MAYWOOD DR,41.877247,-87.856215,"(41.877247,-87.856215)",MAYWOOD,IL,60153
2009301,4934 S Wabash,41.8046516,-87.6255393,"(41.8046516,-87.6255393)",CHICAGO,IL,60615
2009745,9416 W IRVING PARK RD,41.9530459,-87.85369,"(41.9530459,-87.85369)",SCHILLER PARK,IL,60176
1996054,1020 W DEVON,41.9927051,-87.9994831,"(41.9927051,-87.9994831)",ELK GROVE VILLAGE,IL,60007
2050181,2332 S Western,41.849557,-87.68695629999999,"(41.849557,-87.68695629999999)",CHICAGO,IL,60608
2050554,132 E VAN BUREN ST,41.8770575,-87.6231868,"(41.8770575,-87.6231868)",CHICAGO,IL,60605
2009615,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
2049902,1017 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
2009394,853 S ROSELLE RD,42.01113,-88.0799213,"(42.01113,-88.0799213)",SCHAUMBURG,IL,60193
2009387,1223 N ROSSELL,41.9076607,-87.786107,"(41.9076607,-87.786107)",OAK PARK,IL,60302
2015288,6040 N Kilpatrick AVE,41.9912004,-87.7464722,"(41.9912004,-87.7464722)",CHICAGO,IL,60646
2051025,951 W WISE RD,42.0043921,-88.1026741,"(42.0043921,-88.1026741)",SCHAUMBURG,IL,60193
2059448,4000 N O'HARE FIELD,41.9802588,-87.9089858,"(41.9802588,-87.9089858)",CHICAGO,IL,60666
2009741,9416 W IRVING PARK RD,41.9530459,-87.85369,"(41.9530459,-87.85369)",SCHILLER PARK,IL,60176
2010136,1020 W DEVON,41.9927051,-87.9994831,"(41.9927051,-87.9994831)",ELK GROVE VILLAGE,IL,60007
1983207,8125 S HALSTED ST,41.74623627171974,-87.64376603783273,"(41.74623627171974, -87.64376603783273)",CHICAGO,IL,60620
2028665,239 GOLF MILL CENTER STE 322,42.050456,-87.8368115,"(42.050456,-87.8368115)",NILES NILES,IL,60714
1990105,6011 S Rockwell AVE,41.7840433,-87.6883007,"(41.7840433,-87.6883007)",CHICAGO,IL,60629
2010155,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
2028354,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1989952,8601 W FOSTER AVE,41.9728267,-87.841588,"(41.9728267,-87.841588)",CHICAGO,IL,60656
1978518,1625 CHICAGO AVE,42.047065,-87.6789663,"(42.047065,-87.6789663)",EVANSTON,IL,60201
1981673,6634 W RAVEN ST,41.9946144,-87.7926097,"(41.9946144,-87.7926097)",CHICAGO,IL,60631
1981621,1625 CHICAGO AVE,42.047065,-87.6789663,"(42.047065,-87.6789663)",EVANSTON,IL,60201
1981516,5900 N Nina AVE,41.9890858,-87.8026557,"(41.9890858,-87.8026557)",CHICAGO,IL,60631
1982109,5516 S Maplewood AVE,41.7928811,-87.6882064,"(41.7928811,-87.6882064)",CHICAGO,IL,60629
1995223,1020 W DEVON,41.9927051,-87.9994831,"(41.9927051,-87.9994831)",ELK GROVE VILLAGE,IL,60007
1976769,627 ESTES AVE,42.0027986,-88.0962071,"(42.0027986,-88.0962071)",SCHAUMBURG,IL,60193
1990116,5630 S Rockwell AVE,41.79098279999999,-87.6895972,"(41.79098279999999,-87.6895972)",CHICAGO,IL,60629
1982677,1010 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
1976794,7770 FRONTAGE RD,42.0231952,-87.7679247,"(42.0231952,-87.7679247)",SKOKIE,IL,60077
1989547,8601 W FOSTER AVE,41.9728267,-87.841588,"(41.9728267,-87.841588)",CHICAGO,IL,60656
1977163,1625 CHICAGO AVE,42.047065,-87.6789663,"(42.047065,-87.6789663)",EVANSTON,IL,60201
1979146,1625 CHICAGO AVE,42.047065,-87.6789663,"(42.047065,-87.6789663)",EVANSTON,IL,60201
1981963,1625 CHICAGO AVE,42.047065,-87.6789663,"(42.047065,-87.6789663)",EVANSTON,IL,60201
1983163,3838 W 49TH ST,41.8043798,-87.7204015,"(41.8043798,-87.7204015)",CHICAGO,IL,60632
1995362,3424 S State ST,41.8321532,-87.6272509,"(41.8321532,-87.6272509)",CHICAGO,IL,60616
1977124,2324 N FREMONT ST,41.9245121,-87.6513037,"(41.9245121,-87.6513037)",CHICAGO,IL,60614
1989593,8125 S HALSTED ST,41.74623627171974,-87.64376603783273,"(41.74623627171974, -87.64376603783273)",CHICAGO,IL,60620
1989537,1744 W Pryor,41.6908645,-87.6629395,"(41.6908645,-87.6629395)",CHICAGO,IL,60643
1989406,1509 SIBLEY BLVD,41.6226995,-87.562008,"(41.6226995,-87.562008)",CALUMET CITY,IL,60409
1982714,950 ESTES CT,42.0027309,-88.1025879,"(42.0027309,-88.1025879)",SCHAUMBURG,IL,60193
1967168,6650 S Ellis AVE,41.7742214,-87.6012716,"(41.7742214,-87.6012716)",CHICAGO,IL,60637
1955318,7141 S Morgan ST,41.7636974,-87.6486262,"(41.7636974,-87.6486262)",CHICAGO,IL,60621
1971023,7037 S Rhodes AVE,41.7666885,-87.6113124,"(41.7666885,-87.6113124)",CHICAGO,IL,60637
1955277,3625 S Hoyne,41.8276402,-87.6773181,"(41.8276402,-87.6773181)",CHICAGO,IL,60609
1955294,5415 S Union AVE,41.7957456,-87.641884,"(41.7957456,-87.641884)",CHICAGO,IL,60609
1960841,3410 MAIN ST,42.0337316,-87.7138039,"(42.0337316,-87.7138039)",SKOKIE,IL,60076
1665235,1010 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
1970230,950 ESTES CT,42.0027309,-88.1025879,"(42.0027309,-88.1025879)",SCHAUMBURG,IL,60193
1967061,4000 N O'HARE FIELD,41.9802588,-87.9089858,"(41.9802588,-87.9089858)",CHICAGO,IL,60666
1965359,3410 MAIN ST,42.0337316,-87.7138039,"(42.0337316,-87.7138039)",SKOKIE,IL,60076
1966734,2425 E 71ST ST,41.7660867,-87.5653021,"(41.7660867,-87.5653021)",CHICAGO,IL,60649
1960352,5255 S State ST,41.7995035,-87.625015,"(41.7995035,-87.625015)",CHICAGO,IL,60609
1746301,4619 S Wolcott AVE,41.8096282,-87.6719638,"(41.8096282,-87.6719638)",CHICAGO,IL,60609
1746307,4619 S Wolcott AVE,41.8096282,-87.6719638,"(41.8096282,-87.6719638)",CHICAGO,IL,60609
1966841,400 E WATER ST,41.8866527,-87.6168349,"(41.8866527,-87.6168349)",CHICAGO,IL,60601
1746323,7037 S Rhodes AVE,41.7666885,-87.6113124,"(41.7666885,-87.6113124)",CHICAGO,IL,60637
1955350,7141 S Morgan ST,41.7636974,-87.6486262,"(41.7636974,-87.6486262)",CHICAGO,IL,60621
1955280,5415 S Union AVE,41.7957456,-87.641884,"(41.7957456,-87.641884)",CHICAGO,IL,60609
1976467,239 GOLF MILL CENTER STE 322,42.050456,-87.8368115,"(42.050456,-87.8368115)",NILES NILES,IL,60714
1966981,6657 S Kimbark AVE,41.7737472,-87.5940266,"(41.7737472,-87.5940266)",CHICAGO,IL,60637
1961215,13100 S Doty,41.6755502,-87.6017907,"(41.6755502,-87.6017907)",CHICAGO,IL,60827
1955241,5114 S Elizabeth ST,41.8000688,-87.6565647,"(41.8000688,-87.6565647)",CHICAGO,IL,60609
1937672,950 ESTES CT,42.0027309,-88.1025879,"(42.0027309,-88.1025879)",SCHAUMBURG,IL,60193
1946499,4000 N O'HARE FIELD,41.9802588,-87.9089858,"(41.9802588,-87.9089858)",CHICAGO,IL,60666
1948975,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1937733,1017 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
1946937,4000 N O'HARE FIELD,41.9802588,-87.9089858,"(41.9802588,-87.9089858)",CHICAGO,IL,60666
1932706,1010 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
1763756,5630 S Rockwell AVE,41.79098279999999,-87.6895972,"(41.79098279999999,-87.6895972)",CHICAGO,IL,60629
1932710,1010 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
1932120,6040 N Kilpatrick AVE,41.9912004,-87.7464722,"(41.9912004,-87.7464722)",CHICAGO,IL,60646
1752013,8756 S COMMERICAL AVE,41.7358618,-87.55158630000001,"(41.7358618,-87.55158630000001)",CHICAGO,IL,60617
1763521,2425 E 71ST ST,41.7660867,-87.5653021,"(41.7660867,-87.5653021)",CHICAGO,IL,60649
1932934,1010 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
1751952,3838 W 49TH ST,41.8043798,-87.7204015,"(41.8043798,-87.7204015)",CHICAGO,IL,60632
1763293,3838 W 49TH ST,41.8043798,-87.7204015,"(41.8043798,-87.7204015)",CHICAGO,IL,60632
1932942,1010 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
1633007,1744 W Pryor,41.6908645,-87.6629395,"(41.6908645,-87.6629395)",CHICAGO,IL,60643
1751450,1020 W DEVON,41.9927051,-87.9994831,"(41.9927051,-87.9994831)",ELK GROVE VILLAGE,IL,60007
1770599,239 GOLF MILL CENTER STE 322,42.050456,-87.8368115,"(42.050456,-87.8368115)",NILES NILES,IL,60714
1734398,4934 S Wabash BLDG,41.8046515,-87.62550949999999,"(41.8046515,-87.62550949999999)",CHICAGO,IL,60615
1631383,8125 S HALSTED ST,41.74623627171974,-87.64376603783273,"(41.74623627171974, -87.64376603783273)",CHICAGO,IL,60620
1632682,1744 W Pryor,41.6908645,-87.6629395,"(41.6908645,-87.6629395)",CHICAGO,IL,60643
1734653,4934 S Wabash BLDG,41.8046515,-87.62550949999999,"(41.8046515,-87.62550949999999)",CHICAGO,IL,60615
1734666,4926 N RIVER RD,41.9689976,-87.8623557,"(41.9689976,-87.8623557)",SCHILLER PARK,IL,60176
1734665,4934 S Wabash,41.8046516,-87.6255393,"(41.8046516,-87.6255393)",CHICAGO,IL,60615
1609599,8601 W FOSTER AVE,41.9728267,-87.841588,"(41.9728267,-87.841588)",CHICAGO,IL,60656
1763706,1401 S CALIFORNIA AVE,41.8622623,-87.6951383,"(41.8622623,-87.6951383)",CHICAGO,IL,60608
2624381,324 W JACKSON BLVD,41.8782034961044,-87.63594035379518,"(41.8782034961044, -87.63594035379518)",CHICAGO,IL,60606
1657223,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1746214,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1734408,4934 S Wabash,41.8046516,-87.6255393,"(41.8046516,-87.6255393)",CHICAGO,IL,60615
1584109,3901 S DR MARTIN LUTHER KING JR,41.823618,-87.616512,"(41.823618,-87.616512)",CHICAGO,IL,60653
1735136,6011 S Rockwell AVE,41.7840433,-87.6883007,"(41.7840433,-87.6883007)",CHICAGO,IL,60629
1657227,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1631260,3424 S State ST,41.8321532,-87.6272509,"(41.8321532,-87.6272509)",CHICAGO,IL,60616
1751619,1223 N ROSSELL,41.9076607,-87.786107,"(41.9076607,-87.786107)",OAK PARK,IL,60302
1588391,3625 S Hoyne,41.8276402,-87.6773181,"(41.8276402,-87.6773181)",CHICAGO,IL,60609
1734950,5516 S Maplewood AVE,41.7928811,-87.6882064,"(41.7928811,-87.6882064)",CHICAGO,IL,60629
1631929,6634 W RAVEN ST,41.9946144,-87.7926097,"(41.9946144,-87.7926097)",CHICAGO,IL,60631
1734651,7451 W 100TH PL,41.7093496,-87.8094842,"(41.7093496,-87.8094842)",BRIDGEVIEW,IL,60455
1386530,7037 S Rhodes AVE,41.7666885,-87.6113124,"(41.7666885,-87.6113124)",CHICAGO,IL,60637
1578617,5255 S State ST,41.7995035,-87.625015,"(41.7995035,-87.625015)",CHICAGO,IL,60609
1578427,1017 S DELANO CT,41.8682202,-87.6328072,"(41.8682202,-87.6328072)",CHICAGO,IL,60605
1513262,13100 S Doty,41.6755502,-87.6017907,"(41.6755502,-87.6017907)",CHICAGO,IL,60827
1386512,6657 S Kimbark AVE,41.7737472,-87.5940266,"(41.7737472,-87.5940266)",CHICAGO,IL,60637
1583417,5415 S Union AVE,41.7957456,-87.641884,"(41.7957456,-87.641884)",CHICAGO,IL,60609
1578875,7141 S Morgan ST,41.7636974,-87.6486262,"(41.7636974,-87.6486262)",CHICAGO,IL,60621
1386474,6650 S Ellis AVE,41.7742214,-87.6012716,"(41.7742214,-87.6012716)",CHICAGO,IL,60637
1579014,5114 S Elizabeth ST,41.8000688,-87.6565647,"(41.8000688,-87.6565647)",CHICAGO,IL,60609
1588422,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1569213,4619 S Wolcott AVE,41.8096282,-87.6719638,"(41.8096282,-87.6719638)",CHICAGO,IL,60609
1386486,6657 S Kimbark AVE,41.7737472,-87.5940266,"(41.7737472,-87.5940266)",CHICAGO,IL,60637
1386498,7037 S Rhodes AVE,41.7666885,-87.6113124,"(41.7666885,-87.6113124)",CHICAGO,IL,60637
1579073,5415 S Union AVE,41.7957456,-87.641884,"(41.7957456,-87.641884)",CHICAGO,IL,60609
1386516,7037 S Rhodes AVE,41.7666885,-87.6113124,"(41.7666885,-87.6113124)",CHICAGO,IL,60637
1584155,400 E WATER ST,41.8866527,-87.6168349,"(41.8866527,-87.6168349)",CHICAGO,IL,60601
1561892,4000 N O'HARE FIELD,41.9802588,-87.9089858,"(41.9802588,-87.9089858)",CHICAGO,IL,60666
1575242,2535 WAUKEGAN RD,42.1981421,-87.8603182,"(42.1981421,-87.8603182)",BANNOCKBURNDEERFIELD,IL,60015
1559972,4000 N O'HARE FIELD,41.9802588,-87.9089858,"(41.9802588,-87.9089858)",CHICAGO,IL,60666
1425186,4000 N O'HARE FIELD,41.9802588,-87.9089858,"(41.9802588,-87.9089858)",CHICAGO,IL,60666
2534542,13100 S Doty,41.6755502,-87.6017907,"(41.6755502,-87.6017907)",CHICAGO,IL,60827
1537601,3424 S State ST,41.8321532,-87.6272509,"(41.8321532,-87.6272509)",CHICAGO,IL,60616
1546327,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1453938,2332 S Western,41.849557,-87.68695629999999,"(41.849557,-87.68695629999999)",CHICAGO,IL,60608
1537662,7770 FRONTAGE RD,42.0231952,-87.7679247,"(42.0231952,-87.7679247)",SKOKIE,IL,60077
1386148,4934 S Wabash BLDG,41.8046515,-87.62550949999999,"(41.8046515,-87.62550949999999)",CHICAGO,IL,60615
1559251,8125 S HALSTED ST,41.74623627171974,-87.64376603783273,"(41.74623627171974, -87.64376603783273)",CHICAGO,IL,60620
1386146,4934 S Wabash,41.8046516,-87.6255393,"(41.8046516,-87.6255393)",CHICAGO,IL,60615
1386158,4934 S Wabash BLDG,41.8046515,-87.62550949999999,"(41.8046515,-87.62550949999999)",CHICAGO,IL,60615
1546475,7770 FRONTAGE RD,42.0231952,-87.7679247,"(42.0231952,-87.7679247)",SKOKIE,IL,60077
1547148,108 W PARK,41.8992927,-87.9405057,"(41.8992927,-87.9405057)",ELMHURST,IL,60126
1537270,8601 W FOSTER AVE,41.9728267,-87.841588,"(41.9728267,-87.841588)",CHICAGO,IL,60656
1546247,1223 N ROSSELL,41.9076607,-87.786107,"(41.9076607,-87.786107)",OAK PARK,IL,60302
1447784,405 N Wasbash AVE,41.8896989,-87.6260686,"(41.8896989,-87.6260686)",CHICAGO,IL,60611
1561246,3838 W 49TH ST,41.8043798,-87.7204015,"(41.8043798,-87.7204015)",CHICAGO,IL,60632
1497492,4619 S Wolcott AVE,41.8096282,-87.6719638,"(41.8096282,-87.6719638)",CHICAGO,IL,60609
1537536,8601 W FOSTER AVE,41.9728267,-87.841588,"(41.9728267,-87.841588)",CHICAGO,IL,60656
1386157,4934 S Wabash,41.8046516,-87.6255393,"(41.8046516,-87.6255393)",CHICAGO,IL,60615
1537206,5900 N Nina AVE,41.9890858,-87.8026557,"(41.9890858,-87.8026557)",CHICAGO,IL,60631
1537962,2535 WAUKEGAN RD,42.1981421,-87.8603182,"(42.1981421,-87.8603182)",BANNOCKBURNDEERFIELD,IL,60015
1537487,1800 W CULYER AVE,41.9554507,-87.674528,"(41.9554507,-87.674528)",CHICAGO,IL,60613
1523106,6011 S Rockwell AVE,41.7840433,-87.6883007,"(41.7840433,-87.6883007)",CHICAGO,IL,60629
1515897,5516 S Maplewood AVE,41.7928811,-87.6882064,"(41.7928811,-87.6882064)",CHICAGO,IL,60629
1532362,1744 W Pryor,41.6908645,-87.6629395,"(41.6908645,-87.6629395)",CHICAGO,IL,60643
1527517,6040 N Kilpatrick AVE,41.9912004,-87.7464722,"(41.9912004,-87.7464722)",CHICAGO,IL,60646
1515291,743 W DRIVING PARK RD,41.9577761,-87.6556468,"(41.9577761,-87.6556468)",CHICAGO,IL,60613
1418827,2 N RIVERSIDEPLZ PLZ,41.886053,-87.6359543,"(41.886053,-87.6359543)",CHICAGO,IL,60606
1523196,2320-2322 S MICHIGAN AVE,41.850453739981155,-87.62389126353149,"(41.850453739981155, -87.62389126353149)",CHICAGO,IL,60616
1528195,6634 W RAVEN ST,41.9946144,-87.7926097,"(41.9946144,-87.7926097)",CHICAGO,IL,60631
1527974,2425 E 71ST ST,41.7660867,-87.5653021,"(41.7660867,-87.5653021)",CHICAGO,IL,60649
1532411,5630 S Rockwell AVE,41.79098279999999,-87.6895972,"(41.79098279999999,-87.6895972)",CHICAGO,IL,60629
1523007,853 S ROSELLE RD,42.01113,-88.0799213,"(42.01113,-88.0799213)",SCHAUMBURG,IL,60193
1522899,6011 S Rockwell AVE,41.7840433,-87.6883007,"(41.7840433,-87.6883007)",CHICAGO,IL,60629
1522821,853 S ROSELLE RD,42.01113,-88.0799213,"(42.01113,-88.0799213)",SCHAUMBURG,IL,60193
1325391,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1498112,5101-5109 S HALSTED ST,41.80154012834072,-87.64519698905924,"(41.80154012834072, -87.64519698905924)",CHICAGO,IL,60609
1372664,400 E WATER ST,41.8866527,-87.6168349,"(41.8866527,-87.6168349)",CHICAGO,IL,60601
1387730,13100 S Doty,41.6755502,-87.6017907,"(41.6755502,-87.6017907)",CHICAGO,IL,60827
1496967,5114 S Elizabeth ST,41.8000688,-87.6565647,"(41.8000688,-87.6565647)",CHICAGO,IL,60609
1496874,7037 S Rhodes AVE,41.7666885,-87.6113124,"(41.7666885,-87.6113124)",CHICAGO,IL,60637
1497873,6650 S Ellis AVE,41.7742214,-87.6012716,"(41.7742214,-87.6012716)",CHICAGO,IL,60637
1497352,4245 W ARMITAGE AVE,41.916968141610525,-87.7332747911865,"(41.916968141610525, -87.7332747911865)",CHICAGO,IL,60639
1497766,6657 S Kimbark AVE,41.7737472,-87.5940266,"(41.7737472,-87.5940266)",CHICAGO,IL,60637
1307736,7141 S Morgan ST,41.7636974,-87.6486262,"(41.7636974,-87.6486262)",CHICAGO,IL,60621
1307732,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1307668,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1496915,5415 S Union AVE,41.7957456,-87.641884,"(41.7957456,-87.641884)",CHICAGO,IL,60609
1497934,3625 S Hoyne,41.8276402,-87.6773181,"(41.8276402,-87.6773181)",CHICAGO,IL,60609
1497550,5255 S State ST,41.7995035,-87.625015,"(41.7995035,-87.625015)",CHICAGO,IL,60609
1447538,329 S FRANKLIN ST,41.87739707385008,-87.63504341455305,"(41.87739707385008, -87.63504341455305)",CHICAGO,IL,60606
1307673,6237 S HALSTED PKWY,41.7804872,-87.6422731,"(41.7804872,-87.6422731)",CHICAGO,IL,60621
1497500,5415 S Union AVE,41.7957456,-87.641884,"(41.7957456,-87.641884)",CHICAGO,IL,60609
